"age","how_happy_do_you_feel_right_now","how_long_have_you_lived_here","how_satisfied_are_you_with_somerville_as_a_place_to_live","how_satisfied_are_you_with_your_life_in_general","marital_status_2011","annual_household_income","gender_2011","how_similar_are_you_to_other_people_you_know_2011","seek_advice_or_decide_for_yourself_2011","effectiveness_of_the_local_police_2011_2013","beauty_or_physical_setting_2011","the_availability_of_affordable_housing_2011","race"
4,9,2,8,8,"Married",7.09686559234992,"Male",7,8,8,3,3,"White"
3,10,1,6,10,"Married",7.09686559234992,"Female",10,1,8,4,3,"White"
2,8,1,9,8,"Single, Never Married",6,"Male",3,8,7.38444361741719,3,3,"White"
4,8,1,7,8,"Married",7.09686559234992,"Male",6,8,8,4,2,"White"
6,6,4,9,6,"Divorced",2,"Female",8,10,8,4,4,"White"
3,8,1,7,4,"Married",7.09686559234992,"Male",1,10,8,4,4,"Asian/Pacific Islander"
6,9,1,10,7,"Divorced",2,"Female",6,8,10,4,5,"White"
7,7.63385175380543,1,7.59062394031875,7.66158940397351,"Widowed",7.09686559234992,"Female",6.72756036636137,6.61529509559435,7.38444361741719,3.21694109658802,2.96257062146893,"White"
7,1,4,1,1,"Married",3,"Female",10,10,7.38444361741719,3.21694109658802,2.96257062146893,"Native American"
6,8,4,9,9,"Single, Never Married",5,"Male",8,4,8,3,3,"White"
7,7,4,7,7,"Divorced",7.09686559234992,"Female",6,7,6,2,2,"White"
7,10,4,10,10,"Married",7.09686559234992,"Female",10,10,10,5,1,"Mixed"
6,8,1,9,8,"Married",7.09686559234992,"Female",8,5,8,2,3,"Mixed"
4,7,1,9,6,"Married",7.09686559234992,"Female",9,10,6,3,4,"White"
7,6,4,6,7,"Married",7,"Male",10,8,8,3,3,"White"
3,8,1,8,8,"Single, Never Married",7.09686559234992,"Female",9,9,6,3,4,"White"
4,7,2.12751677852349,7,7,"Married",7.09686559234992,"Female",8,5,8,3,2,"White"
2,8,1,7,8,"Single, Never Married",4,"Female",9,3,8,3,3,"White"
6,7,4,9,8,"Single, Never Married",7,"Female",8,8,8,3,3,"White"
5,10,3,10,10,"Married",7.09686559234992,"Male",10,1,10,5,5,"White"
2,9,1,8,10,"Married",7.09686559234992,"Female",8,6,8,3,4,"White"
7,6,4,10,6,"Widowed",10,"Male",6,10,8,3,4,"White"
4,8,1,8,8,"Single, Never Married",1,"Female",7,10,8,4,3,"White"
7,10,4,9,10,"Married",7.09686559234992,"Male",7,8,8,3,4,"White"
4,9,2,8,9,"Married",7,"Female",7,3,8,3.5,1.5,"White"
3,10,1,7,10,"Single, Never Married",7.09686559234992,"Male",8,8,6,3,3,"White"
3,9,1,8,9,"Married",7,"Female",6,9,7.38444361741719,4,4,"Asian/Pacific Islander"
6,9,4,8,9,"Married",7.09686559234992,"Male",7,6,6,4,2,"White"
6,9,4,8,10,"Married",7.09686559234992,"Male",8,8,8,3,2,"White"
4,6,2,7,9,"Single, Never Married",7.09686559234992,"Female",7,7,8,3,3,"White"
7,10,4,8,10,"Widowed",2,"Female",7,8,6,4,3,"White"
3,7,1,7,4,"Married",7.09686559234992,"Female",6,2,6,4,4,"White"
5,3,2.12751677852349,5,3,"Married",7.09686559234992,"Female",6,8,8,1,3,"White"
7,9,4,7,10,"Married",7,"Female",8,9,8,3,3,"White"
7,7,4,6,7,"Married",2,"Female",8,5,8,3,2.96257062146893,"White"
3,10,1,10,10,"Single, Never Married",7.09686559234992,"Male",7,6,10,5,5,"White"
7,5,4,8,5,"Single, Never Married",3,"Male",3,5,10,4,3,"White"
5,9,2.12751677852349,9,9,"Single, Never Married",4,"Male",9,9,8,4,3,"Mixed"
4.46892464013548,5,2.12751677852349,7.59062394031875,4,"Single, Never Married",7.09686559234992,"Female",5,7,7.38444361741719,3.21694109658802,2.96257062146893,"Mixed"
5,10,3,10,10,"Married",8,"Female",4,7,10,3,4,"White"
5,5,2,2,6,"Married",2,"Female",6,7,6,3,2,"White"
4,8,2,10,10,"Married",7.09686559234992,"Female",10,5,4,4,4,"White"
4,8,1,9,7,"Single, Never Married",8,"Male",5,8,7.38444361741719,4,4,"White"
4,8,2,9,7,"Married",5,"Female",7,3,8,4,4,"White"
4.46892464013548,8,2.12751677852349,7.59062394031875,9,"Single, Never Married",7.09686559234992,"Female",8,2,7.38444361741719,3.21694109658802,2.96257062146893,"Mixed"
4,9,1,8,9,"Married",9,"Male",7,8,8,4,3,"White"
6,7,4,10,7,"Single, Never Married",8,"Male",7,9,10,5,2.96257062146893,"White"
3,3,1,3,7,"Married",7.09686559234992,"Female",5,6,8,2,1,"White"
4,7,2,9,9,"Married",7.09686559234992,"Female",6,10,8,3,3,"White"
7,9,4,9,9,"Married",7.09686559234992,"Male",9,6,8,4,4,"White"
4,8,1,9,8,"Married",7.09686559234992,"Female",7,2,8,3,2,"White"
7,8,4,9,8,"Married",6,"Male",8,9,10,5,5,"White"
5,8,3,9,9,"Single, Never Married",7.09686559234992,"Female",5,5,8,3,2,"Mixed"
6,6,4,6,6,"Divorced",4,"Female",6,3,6,2,2,"White"
4.46892464013548,2,4,2,2,"Widowed",2,"Female",2,2,4,2,2,"Native American"
3,8,1,7,8,"Single, Never Married",8,"Male",6,7,8,2,4,"White"
4,9,2,8,8,"Married",7.09686559234992,"Female",6,6,6,3,3,"White"
7,10,4,8,10,"Single, Never Married",7.09686559234992,"Female",7,10,10,5,2,"White"
3,8,1,8,7,"Single, Never Married",9,"Male",7,5,8,4,5,"White"
4.46892464013548,10,2.12751677852349,7.59062394031875,10,"Single, Never Married",7.09686559234992,"Female",8,8,7.38444361741719,3.21694109658802,2.96257062146893,"Mixed"
5,8,4,8,8,"Married",9,"Female",9,6,8,3,2,"White"
7,10,4,10,10,"Widowed",3,"Female",10,10,8,4,3,"White"
5,6,2,6,6,"Married",7.09686559234992,"Female",4,10,8,3,3,"White"
5,4,2,4,3,"Married",6,"Female",3,5,6,3,2,"Mixed"
6,5,2,9,5,"Married",7.09686559234992,"Male",5,2,6,2,3,"Mixed"
3,8,4,8,10,"Divorced",3,"Female",9,10,10,3,2,"White"
7,8,2.12751677852349,8,8,"Widowed",7.09686559234992,"Female",5,6,8,3,3,"White"
5,8,4,8,9,"Single, Never Married",2,"Female",10,10,8,4,3,"Black/African American"
3,9,1,10,9,"Married",7.09686559234992,"Male",8,6,6,3,5,"White"
4,9,2,9,9,"Married",7.09686559234992,"Male",9,9,6,3,5,"Mixed"
3,8,1,7,7,"Married",5,"Female",8,8,8,3,4,"White"
5,2,3,7,3,"Single, Never Married",7.09686559234992,"Male",3,4,2,3,4,"White"
4,8,1,10,10,"Single, Never Married",10,"Female",10,10,10,3,2,"White"
3,8,1,8,8,"Married",7.09686559234992,"Female",7,4,6,3,2,"White"
3,9,1,9,10,"Married",7.09686559234992,"Female",9,7,8,4,4,"Hispanic / Latino"
3,8,2,9,9,"Single, Never Married",4,"Female",6,3,8,4,4,"White"
3,8,1,8,7,"Married",7.09686559234992,"Female",6,6,8,3,2,"White"
5,8,2.12751677852349,7,8,"Married",7.09686559234992,"Male",7,5,8,3,4,"White"
4.46892464013548,8,4,9,8,"Divorced",4,"Male",9,9,6,4,2,"White"
6,8,1,7,8,"Single, Never Married",9,"Female",3,6,6,3,3,"White"
4,5,1,9,8,"Married",3,"Female",9,7,6,3,2,"White"
3,5,1,7,5,"Single, Never Married",5,"Male",5,3,8,2,3,"White"
4,8,1,9,8,"Divorced",7.09686559234992,"Male",7,6,8,3,3,"White"
4,9,2,7,7,"Single, Never Married",9,"Female",3,8,7.38444361741719,2,4,"Asian/Pacific Islander"
4.46892464013548,9,2,10,8,"Married",4,"Male",8,6,8,4,2,"Hispanic / Latino"
3,8,1,7,7,"Single, Never Married",9,"Male",7,5,6,3,2,"White"
4,5,1,5,5,"Single, Never Married",4,"Female",7,7,6,2,2,"White"
4,8,1,7,8,"Single, Never Married",6,"Male",6,8,7.38444361741719,3.21694109658802,2.96257062146893,"White"
4,8,2,7,9,"Married",7.09686559234992,"Male",8,4,8,2,4,"White"
3,9,1,8,9,"Single, Never Married",7.09686559234992,"Female",7,6,7.38444361741719,3,4,"White"
4,10,1,8,9,"Married",7.09686559234992,"Female",4,4,8,4,3,"Black/African American"
4,9,2,8,7,"Married",10,"Female",8,2,8,3,3,"Black/African American"
3,10,1,9,9,"Married",9,"Female",3,5,8,3,3,"White"
7,1,4,10,7.66158940397351,"Widowed",6,"Male",10,9,10,4,4,"White"
5,10,4,10,10,"Married",3,"Male",10,3,10,4,3,"White"
3,3,1,6,3,"Single, Never Married",9,"Female",5,9,6,2,3,"Asian/Pacific Islander"
4,8,2,9,7,"Single, Never Married",7.09686559234992,"Male",7,9,6,4,2,"White"
3,8,1,9,8,"Single, Never Married",7,"Female",7,5,6,3,4,"White"
3,7,1,8,6,"Married",3,"Male",9,2,8,5,1,"White"
3,8,1,9,9,"Married",7.09686559234992,"Male",9,9,8,1,5,"White"
3,9,1,9,9,"Single, Never Married",1,"Female",6.72756036636137,6,8,3,5,"White"
3,10,1,8,9,"Married",7.09686559234992,"Female",8,3,6,3,3,"White"
3,8,1,10,8,"Single, Never Married",7,"Female",8,7,8,5,4,"White"
5,4,2,5,3,"Divorced",8,"Female",2,3,4,2,2,"White"
3,9,1,7,9,"Single, Never Married",6,"Female",7,7,8,2,3,"White"
4,7,2,9,7,"Single, Never Married",10,"Female",9,6,6,4,4,"White"
7,5,3,9,8,"Single, Never Married",5,"Male",8,3,8,3,4,"White"
4,10,2,9,10,"Married",7.09686559234992,"Male",6,10,8,3,3,"White"
3,6,1,9,8,"Single, Never Married",4,"Female",6,4,6,3,2,"White"
3,5,1,5,8,"Married",6,"Female",8,5,4,3,3,"White"
5,7,1,8,8,"Single, Never Married",8,"Male",9,7,6,3,3,"White"
2,9,1,7,8,"Single, Never Married",5,"Male",7,5,6,4,3,"White"
3,7,2,9,9,"Single, Never Married",6,"Female",5,4,6,4,4,"White"
2,9,1,9,6,"Single, Never Married",3,"Female",9,6,8,4,2,"White"
3,8,1,10,10,"Married",7.09686559234992,"Female",8,6.61529509559435,10,4,2,"White"
3,9,1,7,8,"Single, Never Married",6,"Female",7,4,8,4,4,"White"
5,5,4,9,6,"Married",7.09686559234992,"Male",4,8,10,2,5,"Mixed"
4,4,1,8,3,"Married",10,"Female",2,1,10,4,2,"Mixed"
4,7,2,6,8,"Married",7.09686559234992,"Male",7,6,6,3,3,"White"
3,5,1,4,8,"Single, Never Married",4,"Female",4,6,6,4,1,"White"
4,7,3,4,7,"Married",4,"Female",9,8,4,2,2,"Asian/Pacific Islander"
5,7,3,4,5,"Married",7.09686559234992,"Male",2,8,4,2,3,"White"
5,10,4,10,10,"Married",8,"Female",6,5,8,3,2,"Asian/Pacific Islander"
4,7,1,8,7,"Single, Never Married",7,"Female",6,6,7.38444361741719,3,4,"White"
3,8,2,8,8,"Single, Never Married",7.09686559234992,"Male",8,6,6,4,4,"White"
2,9,1,8,9,"Single, Never Married",3,"Female",7,5,7.38444361741719,5,2,"White"
4,10,4,8,9,"Married",6,"Female",8,10,6,4,3,"Hispanic / Latino"
4,10,1,5,10,"Single, Never Married",6,"Male",2,1,10,3,1,"White"
3,7,2,9,7,"Married",7.09686559234992,"Female",9,3,8,4,3,"White"
4,10,1,10,8,"Single, Never Married",6,"Male",9,2,10,3,1,"White"
7,7.63385175380543,4,9,8,"Widowed",2,"Female",10,2,10,3,4,"White"
7,2,4,1,3,"Widowed",6,"Female",5,2,6,3,3,"White"
2,5,1,5,5,"Single, Never Married",5,"Male",5,5,6,2,3,"White"
2,6,1,7,7,"Single, Never Married",10,"Female",8,8,7.38444361741719,3,3,"White"
7,8,1,9,8,"Divorced",7,"Female",7,5,6,3,3,"White"
4,9,2,8,9,"Single, Never Married",6,"Female",8,8,6,3,2,"White"
3,8,1,7,8,"Married",10,"Female",7,8,2,2,3,"White"
6,8,4,7,8,"Married",10,"Female",9,10,8,3,3,"White"
7,1,4,5,1,"Divorced",6,"Female",10,10,6,3,3,"White"
4,6,4,8,6,"Married",6,"Male",6,7,8,3,3,"Mixed"
5,7,3,8,7,"Divorced",7.09686559234992,"Female",3,6.61529509559435,8,2,2.96257062146893,"Mixed"
3,8,1,8,9,"Single, Never Married",10,"Male",6,6,8,3,2,"White"
4,7,1,6,8,"Married",7.09686559234992,"Male",8,8,8,2,3,"White"
4,7,1,7,7,"Single, Never Married",6,"Female",7,4,6,2,4,"White"
5,5,3,7,5,"Married",6,"Male",5,5,6,3,3,"White"
7,3,4,4,4,"Divorced",3,"Male",8,2,4,2,1,"White"
4.46892464013548,10,2.12751677852349,7.59062394031875,10,"Single, Never Married",7.09686559234992,"Female",10,1,7.38444361741719,3.21694109658802,2.96257062146893,"Mixed"
5,9,1,9,9,"Married",3,"Female",9,6,6,4,2,"White"
7,9,4,6,9,"Widowed",5,"Female",3,10,8,3,2,"White"
4,7,3,8,7,"Divorced",7,"Male",9,6,8,4,1,"White"
6,9,4,8,9,"Divorced",6,"Female",9,8,8,2,2,"White"
5,4,2,7,7,"Single, Never Married",8,"Male",7,7,8,3,3,"White"
4,8,1,7,8,"Single, Never Married",9,"Female",8,10,6,3,4,"White"
4,8,1,9,8,"Married",9,"Male",8,8,10,5,5,"Asian/Pacific Islander"
3,8,1,7,8,"Single, Never Married",4,"Female",7,8,6,3,3,"White"
7,8,3,8,8,"Divorced",3,"Female",8,9,7.38444361741719,3.21694109658802,2.96257062146893,"White"
3,7,1,7,7,"Married",6,"Male",7,6,6,3,1,"White"
7,8,4,8,8,"Married",3,"Male",9,1,7.38444361741719,3.21694109658802,2.96257062146893,"White"
6,8,2,10,9,"Divorced",7.09686559234992,"Female",6,9,8,4,3,"White"
2,7,1,6,9,"Single, Never Married",7.09686559234992,"Male",8,8,7.38444361741719,2,3,"White"
7,8,2,8,9,"Married",7.09686559234992,"Male",6,5,8,3,4,"White"
6,3,4,7,5,"Single, Never Married",5,"Male",6,5,10,4,3,"White"
3,8,1,7,7,"Single, Never Married",6,"Female",5,4,6,4,4,"White"
6,7,4,5,7,"Married",7.09686559234992,"Female",7,6,6,3,3,"White"
2,9,1,9,10,"Single, Never Married",8,"Female",6,8,6,2,3,"White"
7,8,1,8,5,"Widowed",2,"Female",8,4,10,3,3,"White"
3,8,1,8,9,"Single, Never Married",10,"Male",5,9,6,3,3,"White"
4,8,1,9,8,"Married",7.09686559234992,"Female",7,6,6,2,3,"White"
3,10,1,10,10,"Married",7.09686559234992,"Male",5,5,4,4,5,"White"
4,3,4,4,3,"Married",7.09686559234992,"Female",8,6,4,2,2,"White"
6,8,4,9,9,"Married",7.09686559234992,"Female",7,7,8,3,4,"White"
7,7,4,7,8,"Divorced",7,"Male",8,4,8,3,3,"White"
4,8,1,9,9,"Married",7.09686559234992,"Male",6,9,8,4,2,"White"
6,9,4,8,9,"Married",7.09686559234992,"Female",9,9,8,3,2.96257062146893,"White"
7,5,4,8,9,"Single, Never Married",7.09686559234992,"Male",9,9,10,4,4,"White"
7,10,4,10,10,"Married",6,"Female",10,10,10,4,2.96257062146893,"White"
4,9,3,8,9,"Married",7.09686559234992,"Female",8,2,8,4,3,"White"
1,8,1,8,8,"Single, Never Married",2,"Male",7,8,8,3,4,"White"
3,5,1,7,4,"Single, Never Married",3,"Female",7,7,10,4,5,"White"
3,8,2,8,8,"Married",7.09686559234992,"Female",6,6,8,4,3,"White"
3,5,1,9,7,"Single, Never Married",7,"Female",2,9,10,2,5,"White"
4,8,2,8,8,"Single, Never Married",8,"Male",8,5,8,2,2,"White"
3,8,1,7,8,"Married",7.09686559234992,"Female",8,2,8,3,3,"White"
5,7,2,6,8,"Married",8,"Male",4,8,6,3,2,"White"
3,9,1,9,9,"Single, Never Married",10,"Male",3,8,6,3,3,"White"
4.46892464013548,2,2.12751677852349,7.59062394031875,2,"Single, Never Married",7.09686559234992,"Female",3,3,7.38444361741719,3.21694109658802,2.96257062146893,"Mixed"
3,9,2.12751677852349,9,9,"Single, Never Married",2,"Male",9,9,8,4,5,"Black/African American"
4,6,3,9,8,"Single, Never Married",2,"Female",6,8,6,2,2,"White"
7,8,4,10,8,"Married",3,"Male",8,9,10,4,2.96257062146893,"White"
7,7,4,8,8,"Divorced",4,"Male",8,7,7.38444361741719,3,4,"White"
3,9,1,7,8,"Single, Never Married",8,"Male",8,10,6,2,2,"White"
3,6,1,7,8,"Single, Never Married",6,"Female",7,4,8,4,4,"White"
7,7,4,8,8,"Single, Never Married",4,"Male",8,7,7.38444361741719,3,4,"White"
4.46892464013548,9,2.12751677852349,7.59062394031875,10,"Single, Never Married",7.09686559234992,"Female",8,6,7.38444361741719,3.21694109658802,2.96257062146893,"Mixed"
3,7,1,7,7,"Married",7.09686559234992,"Female",5,7,6,3,4,"White"
4.46892464013548,8,2.12751677852349,7.59062394031875,9,"Single, Never Married",7.09686559234992,"Female",8,8,7.38444361741719,3.21694109658802,2.96257062146893,"Mixed"
4,7,1,8,7,"Married",7.09686559234992,"Male",8,3,6,4,3,"White"
3,9,3,7,8,"Single, Never Married",5,"Female",7,5,10,4,2,"Mixed"
4,7,1,6,7,"Single, Never Married",1,"Female",7,5,6,2,4,"White"
6,8,4,10,10,"Married",10,"Female",10,10,8,4,4,"Mixed"
4,8,2,8,9,"Married",7.09686559234992,"Male",7,4,8,4,2,"White"
4,8,2.12751677852349,8,8,"Married",5,"Male",6,9,8,4,4,"Asian/Pacific Islander"
6,7,4,9,6,"Married",7,"Female",7,8,8,4,3,"White"
7,5,4,8,5,"Single, Never Married",7,"Female",5,5,6,3,3,"White"
4,10,2,8,8,"Married",7,"Female",6,3,7.38444361741719,4,4,"White"
4,7,1,9,7,"Married",7.09686559234992,"Male",7,8,6,3,3,"White"
7,8,4,8,8,"Single, Never Married",5,"Male",8,6,8,4,2.96257062146893,"White"
6,10,3,4,10,"Divorced",2,"Female",10,8,10,4,5,"Hispanic / Latino"
3,7,1,6,7,"Single, Never Married",5,"Female",4,9,8,3,3,"Mixed"
4.46892464013548,7,2.12751677852349,7.59062394031875,10,"Single, Never Married",7.09686559234992,"Female",10,10,7.38444361741719,3.21694109658802,2.96257062146893,"Mixed"
3,8,1,7,7,"Single, Never Married",4,"Female",6,6,8,3,3,"White"
4,7,4,6,7,"Single, Never Married",2,"Female",7,8,6,3,1,"Mixed"
7,6,4,8,8,"Married",9,"Female",8,7,8,3,3,"White"
4.46892464013548,9,2.12751677852349,7.59062394031875,9,"Single, Never Married",7.09686559234992,"Female",4,6,7.38444361741719,3.21694109658802,2.96257062146893,"Mixed"
6,10,1,7,10,"Divorced",9,"Female",8,10,4,4,4,"White"
4,3,1,7,4,"Single, Never Married",7.09686559234992,"Male",7,10,4,3,1,"Asian/Pacific Islander"
4,7,1,8,8,"Single, Never Married",7,"Female",10,8,8,3,2,"White"
6,10,4,10,10,"Married",8,"Female",10,10,10,3,3,"White"
6,6,1,7.59062394031875,8,"Single, Never Married",6,"Male",8,6.61529509559435,10,3.21694109658802,2.96257062146893,"White"
7,9,4,4,9,"Single, Never Married",7.09686559234992,"Female",9,5,10,4,2.96257062146893,"White"
5,3,1,3,3,"Single, Never Married",7.09686559234992,"Male",1,10,8,1,2,"White"
4,8,1,9,8,"Married",10,"Female",6,6,8,4,2,"White"
6,1,4,5,1,"Married",8,"Female",4,10,8,3,1,"White"
7,8,4,8,8,"Single, Never Married",6,"Male",8,3,6,4,3,"White"
7,8,4,10,10,"Divorced",1,"Female",6.72756036636137,9,10,3.21694109658802,2.96257062146893,"White"
4,8,1,9,8,"Single, Never Married",10,"Female",4,2,8,4,2,"White"
4,9,2,9,9,"Married",7.09686559234992,"Female",8,7,4,3,3,"White"
4.46892464013548,8,3,10,7,"Single, Never Married",7.09686559234992,"Female",6,4,7.38444361741719,3.21694109658802,2.96257062146893,"Mixed"
2,8,1,9,8,"Single, Never Married",3,"Male",7,8,8,2,4,"White"
3,8,1,8,9,"Married",7,"Male",6,7,8,2,4,"White"
4.46892464013548,9,2.12751677852349,7.59062394031875,9,"Single, Never Married",7.09686559234992,"Female",9,5,7.38444361741719,3.21694109658802,2.96257062146893,"Mixed"
3,9,1,8,9,"Single, Never Married",7,"Female",7,8,8,3,1,"White"
2,5,1,2,5,"Single, Never Married",7.09686559234992,"Female",2,10,10,3,2,"White"
6,7,4,8,7,"Divorced",5,"Female",7,7,6,2,1,"White"
3,8,1,6,8,"Single, Never Married",3,"Female",5,5,6,4,3,"White"
2,8,1,8,9,"Single, Never Married",6,"Female",5,8,6,4,3,"White"
6,8,1,8,7,"Divorced",3,"Female",8,5,7.38444361741719,3,2.96257062146893,"White"
4,7,1,8,8,"Married",7.09686559234992,"Male",6,3,10,3,2,"White"
4,7,1,4,7,"Married",7.09686559234992,"Female",1,10,6,3,1,"White"
5,10,3,7,10,"Married",7.09686559234992,"Female",10,7,6,1,3,"White"
2,9,1,9,9,"Single, Never Married",5,"Female",6,6,7.38444361741719,3,4,"White"
6,9,4,9,9,"Married",8,"Female",8,3,8,4,3,"White"
7,7,2,9,8,"Widowed",1,"Female",8,10,10,4,3,"Native American"
7,8,4,9,8,"Divorced",6,"Female",6,7,6,4,2,"White"
5,4,3,6,8,"Single, Never Married",8,"Male",6,8,8,2,2.96257062146893,"White"
4,10,1,8,10,"Married",7.09686559234992,"Female",8,6,8,3,2,"White"
7,10,4,10,10,"Married",6,"Female",10,10,10,5,2.96257062146893,"White"
5,4,4,8,2,"Divorced",6,"Female",8,3,8,3,2,"White"
4,5,2,7,8,"Single, Never Married",7.09686559234992,"Male",6,8,6,2,3,"White"
7,9,4,10,10,"Widowed",3,"Male",10,9,8,3,3,"White"
3,8,1,8,8,"Single, Never Married",3,"Female",7,2,6,3,3,"White"
7,4,1,8,4,"Single, Never Married",3,"Male",6,5,8,4,2,"White"
3,6,2,5,7,"Single, Never Married",8,"Male",6,7,8,4,2,"White"
7,7,3,6,7,"Widowed",2,"Female",7,2,7.38444361741719,3.21694109658802,2.96257062146893,"Black/African American"
5,6,1,3,5,"Single, Never Married",4,"Female",6,4,6,2,2,"White"
3,9,1,7,9,"Single, Never Married",6,"Female",8,6,8,3,4,"White"
5,8,4,7,8,"Married",7.09686559234992,"Female",6,7,6,4,3,"Black/African American"
5,8,1,10,6,"Single, Never Married",6,"Female",7,6,8,4,3,"White"
6,6,4,7.59062394031875,6,"Divorced",10,"Female",6,10,6,3,2,"White"
4,8,2,6,8,"Single, Never Married",6,"Female",7,5,2,1,2,"White"
7,10,4,7.59062394031875,10,"Widowed",1,"Female",10,8,7.38444361741719,3.21694109658802,2.96257062146893,"Black/African American"
7,3,4,7,4,"Divorced",2,"Male",5,8,8,3,2,"White"
7,9,2,9,9,"Single, Never Married",2,"Female",9,8,8,4,4,"White"
5,8,2,8,8,"Married",7.09686559234992,"Male",8,8,8,4,2.96257062146893,"Asian/Pacific Islander"
5,7,4,7,6,"Single, Never Married",3,"Male",5,8,8,3,2,"White"
1,6,2,8,8,"Single, Never Married",5,"Female",6,9,7.38444361741719,5,2.96257062146893,"White"
6,8,4,7,9,"Divorced",6,"Female",8,1,6,2,1,"White"
4,8,2,6,8,"Married",4,"Male",8,6,6,3,2,"Asian/Pacific Islander"
6,8,4,7,8,"Married",7.09686559234992,"Male",7,6,4,3,3,"Mixed"
2,8,1,8,9,"Single, Never Married",10,"Female",9,3,8,2,4,"White"
2,10,1,5,8,"Single, Never Married",3,"Female",6.72756036636137,8,6,3,1,"Black/African American"
3,3,1,4,5,"Single, Never Married",7.09686559234992,"Female",9,3,6,3,3,"White"
7,5,4,5,8,"Single, Never Married",1,"Female",6.72756036636137,8,4,2,3,"White"
6,4,3,4,10,"Married",7,"Female",5,3,8,2,3,"Asian/Pacific Islander"
7,7,4,6,7,"Widowed",6,"Female",7,8,6,3,4,"White"
4.46892464013548,9,2.12751677852349,7,9,"Single, Never Married",3,"Female",9,9,10,3,2,"White"
3,8,2.12751677852349,8,8,"Single, Never Married",4,"Female",8,4,6,3,3,"White"
7,6,4,10,10,"Widowed",2,"Female",10,10,10,3,1,"White"
4,8,2,7,9,"Married",4,"Female",8,5.5,8,4,1,"White"
2,6,1,7,8,"Single, Never Married",7.09686559234992,"Female",5,6,6,4,3,"White"
4,9,1,9,9,"Married",10,"Female",6,2,7.38444361741719,3,3,"White"
1,9,4,9,10,"Single, Never Married",2,"Male",8,9,8,4,4,"White"
6,5,4,3,5,"Married",7.09686559234992,"Female",5,3,4,2,1,"White"
5,7.63385175380543,3,7,9,"Married",7.09686559234992,"Male",9,3,8,2,3,"White"
7,8,4,8,9,"Married",8,"Male",7,8,8,4,3,"White"
5,9,3,8,9,"Married",7.09686559234992,"Male",8,8,10,4,3,"White"
7,9,2,10,9,"Divorced",6,"Female",8,8,8,5,2.96257062146893,"White"
5,5,3,6,6,"Married",7.09686559234992,"Male",4,9,6,4,2,"White"
3,8,2,7,8,"Single, Never Married",5,"Female",8,6,6,4,1,"White"
2,7,1,9,9,"Married",4,"Female",6,7,8,3,4,"White"
3,10,1,10,10,"Single, Never Married",7,"Female",7,10,10,4,3,"Hispanic / Latino"
2,10,1,10,8,"Single, Never Married",7.09686559234992,"Female",6,2,7.38444361741719,3,4,"White"
3,6,1,8,7,"Single, Never Married",5,"Male",8,4,7.38444361741719,4,4,"White"
4,8,1,10,9,"Married",7.09686559234992,"Male",8,8,6,3,2.96257062146893,"White"
5,5,1,5,5,"Single, Never Married",7,"Male",5,5,4,1,1,"White"
3,8,1,8,8,"Single, Never Married",6,"Female",8,4,8,4,3,"White"
7,1,4,8,3,"Widowed",3,"Male",10,3,8,4,2,"White"
5,7,4,8,7,"Married",7.09686559234992,"Female",7,6,6,4,2,"White"
7,10,4,6,10,"Married",4,"Male",5,6,6,3,3,"White"
4,8,2,7,8,"Single, Never Married",6,"Female",4,6,4,3,1,"Hispanic / Latino"
4,9,2.12751677852349,8,7.66158940397351,"Single, Never Married",6,"Female",8,6,8,4,4,"White"
4,10,2.12751677852349,9,10,"Single, Never Married",6,"Female",10,8,8,4,3,"White"
4,8,2,10,9,"Married",7.09686559234992,"Female",6,4,6,4,3,"White"
6,6,1,6,6,"Married",7.09686559234992,"Male",6,9,7.38444361741719,2,4,"White"
4,6,1,7,8,"Married",7.09686559234992,"Male",5,9,8,3,3,"White"
5,6,2,7,7,"Divorced",7.09686559234992,"Male",7,3,8,3,3,"White"
6,8,4,8,7,"Single, Never Married",7,"Female",4,10,4,3,1,"White"
7,7,4,9,7,"Married",4,"Female",7,7,10,3,3,"White"
3,8,1,8,9,"Single, Never Married",7,"Male",7,7,7.38444361741719,3,4,"White"
4,10,1,8,10,"Married",7.09686559234992,"Female",7,5,7.38444361741719,3,4,"White"
7,7,2.12751677852349,8,8,"Widowed",7,"Male",7,8,10,3,3,"White"
5,9,1,8,9,"Widowed",7.09686559234992,"Female",9,9,8,4,3,"White"
4,8,1,7,8,"Single, Never Married",10,"Male",7,8,6,3,3,"White"
4,9,1,8,9,"Single, Never Married",5,"Male",9,9,8,4,4,"White"
3,7,1,7,7,"Single, Never Married",8,"Male",7,7,7.38444361741719,3,4,"White"
3,7,2,7,6,"Married",10,"Female",4,5,6,3,4,"White"
4,8,1,8,8,"Single, Never Married",5,"Male",7,8,6,2,2.96257062146893,"White"
4,10,2,7,8,"Married",7.09686559234992,"Male",7,7,8,3,3,"White"
3,8,2,9,10,"Married",7.09686559234992,"Female",8,6,4,5,3,"White"
4,3,2,3,4,"Married",7.09686559234992,"Female",4,9,10,1,3,"White"
